sentiment,tweet_year,tweet_month,tweet_day,tweet_weekday,tweet_hour,tweet_quarter,text_length,word_count
neutral,2017,11,1,2,20,4,95,18
positive,2017,11,1,2,20,4,107,15
negative,2017,11,1,2,20,4,135,17
neutral,2017,11,1,2,20,4,54,10
neutral,2017,11,1,2,20,4,140,24
negative,2017,11,1,2,20,4,104,17
positive,2017,11,1,2,19,4,64,13
neutral,2017,11,1,2,20,4,82,10
neutral,2017,11,1,2,20,4,103,23
neutral,2017,11,1,2,20,4,123,16
positive,2017,11,1,2,20,4,148,23
positive,2017,11,1,2,20,4,148,22
negative,2017,11,1,2,20,4,62,7
negative,2017,11,1,2,20,4,67,12
negative,2017,11,1,2,19,4,38,6
neutral,2017,11,1,2,20,4,107,20
negative,2017,11,1,2,19,4,60,10
negative,2017,11,1,2,20,4,115,21
neutral,2017,11,1,2,20,4,58,10
negative,2017,11,1,2,20,4,136,28
positive,2017,11,1,2,19,4,110,17
positive,2017,11,1,2,19,4,129,27
positive,2017,11,1,2,20,4,118,24
positive,2017,11,1,2,20,4,156,27
neutral,2017,11,1,2,20,4,101,17
neutral,2017,11,1,2,20,4,30,4
neutral,2017,11,1,2,20,4,70,14
neutral,2017,11,1,2,20,4,140,24
negative,2017,11,26,6,0,4,34,5
neutral,2017,11,26,6,0,4,133,20
negative,2017,11,26,6,1,4,265,50
neutral,2017,11,26,6,1,4,111,17
neutral,2017,11,26,6,0,4,80,13
positive,2017,11,26,6,0,4,288,47
neutral,2017,11,26,6,0,4,48,8
neutral,2017,11,26,6,0,4,188,37
negative,2017,11,26,6,0,4,85,16
positive,2017,11,26,6,0,4,155,27
neutral,2017,11,26,6,0,4,50,7
negative,2017,11,1,2,21,4,105,17
neutral,2017,11,1,2,20,4,140,25
negative,2017,11,1,2,20,4,77,9
neutral,2017,11,1,2,20,4,78,14
neutral,2017,11,1,2,20,4,128,25
neutral,2017,11,1,2,20,4,94,15
neutral,2017,11,1,2,20,4,71,12
neutral,2017,11,1,2,19,4,63,10
neutral,2017,11,1,2,20,4,63,10
neutral,2017,11,1,2,20,4,139,19
negative,2017,11,1,2,20,4,111,15
negative,2017,11,1,2,20,4,127,23
positive,2017,11,1,2,21,4,150,25
positive,2017,11,1,2,21,4,150,22
neutral,2017,11,1,2,21,4,46,8
neutral,2017,11,1,2,21,4,77,14
neutral,2017,11,1,2,21,4,137,28
neutral,2017,11,1,2,21,4,112,17
negative,2017,10,31,1,21,4,114,13
positive,2017,11,1,2,21,4,76,15
neutral,2017,11,1,2,21,4,95,16
positive,2017,11,1,2,21,4,130,26
neutral,2017,11,1,2,20,4,81,11
neutral,2017,11,1,2,21,4,96,17
neutral,2017,11,1,2,21,4,69,12
neutral,2017,11,1,2,20,4,86,19
positive,2017,11,30,3,5,4,185,33
negative,2017,11,30,3,6,4,284,53
negative,2017,11,30,3,5,4,233,44
positive,2017,11,30,3,6,4,142,24
neutral,2017,11,29,2,9,4,164,28
negative,2017,11,30,3,5,4,71,12
neutral,2017,11,30,3,6,4,226,42
neutral,2017,11,30,3,5,4,63,7
positive,2017,11,30,3,5,4,118,19
neutral,2017,11,30,3,5,4,118,22
positive,2017,11,30,3,5,4,46,8
neutral,2017,11,30,3,5,4,58,4
positive,2017,11,28,1,21,4,139,26
neutral,2017,11,30,3,5,4,79,14
positive,2017,11,30,3,5,4,221,36
neutral,2017,11,29,2,15,4,79,13
positive,2017,11,30,3,5,4,178,37
negative,2017,11,30,3,5,4,110,20
neutral,2017,11,30,3,5,4,75,11
neutral,2017,11,30,3,3,4,157,25
positive,2017,11,30,3,4,4,144,21
neutral,2017,11,30,3,5,4,81,11
negative,2017,11,30,3,5,4,162,31
neutral,2017,11,30,3,5,4,73,15
negative,2017,11,30,3,5,4,90,15
positive,2017,11,30,3,4,4,129,26
neutral,2017,11,30,3,5,4,144,24
positive,2017,11,30,3,4,4,121,18
negative,2017,11,30,3,5,4,278,52
negative,2017,11,30,3,5,4,117,21
positive,2017,11,30,3,4,4,231,36
neutral,2017,11,29,2,20,4,135,20
negative,2017,11,30,3,5,4,278,55
negative,2017,11,30,3,4,4,83,13
positive,2017,11,30,3,4,4,79,9
negative,2017,11,30,3,4,4,213,36
negative,2017,11,30,3,4,4,58,9
positive,2017,11,30,3,4,4,100,17
positive,2017,11,30,3,4,4,119,24
neutral,2017,11,30,3,4,4,27,4
negative,2017,11,30,3,4,4,205,34
negative,2017,11,30,3,4,4,165,29
neutral,2017,11,30,3,4,4,140,25
negative,2017,11,30,3,4,4,121,18
negative,2017,11,30,3,4,4,122,21
neutral,2017,11,30,3,4,4,71,12
neutral,2017,11,30,3,4,4,103,19
negative,2017,11,30,3,7,4,281,46
positive,2017,11,30,3,9,4,188,34
neutral,2017,11,30,3,4,4,143,23
positive,2017,11,23,3,19,4,150,20
neutral,2017,11,30,3,10,4,276,40
neutral,2017,11,30,3,7,4,119,23
positive,2017,11,30,3,7,4,112,20
neutral,2017,10,15,6,6,4,140,23
neutral,2017,11,29,2,22,4,62,12
positive,2017,11,30,3,7,4,65,11
neutral,2017,11,30,3,7,4,162,29
negative,2017,11,30,3,7,4,111,16
negative,2017,11,30,3,6,4,174,26
positive,2017,11,30,3,2,4,108,18
negative,2017,11,30,3,7,4,123,26
neutral,2017,11,30,3,5,4,137,23
negative,2017,11,30,3,6,4,246,38
negative,2017,11,30,3,6,4,185,35
neutral,2017,11,29,2,22,4,142,24
negative,2017,11,30,3,5,4,92,19
negative,2017,11,30,3,13,4,141,23
neutral,2017,11,29,2,14,4,118,24
negative,2017,11,30,3,6,4,161,28
positive,2017,11,30,3,5,4,124,19
negative,2017,11,30,3,6,4,154,30
positive,2017,11,30,3,5,4,89,9
neutral,2017,11,30,3,10,4,128,17
neutral,2017,11,30,3,10,4,85,16
neutral,2017,11,30,3,9,4,62,8
positive,2017,11,30,3,10,4,171,32
positive,2017,11,30,3,10,4,188,31
neutral,2017,11,30,3,9,4,153,25
positive,2017,11,30,3,10,4,104,18
negative,2017,11,28,1,8,4,125,20
negative,2017,11,30,3,10,4,130,24
neutral,2017,11,30,3,9,4,108,17
negative,2017,11,30,3,9,4,152,25
positive,2017,11,30,3,9,4,140,24
negative,2017,11,30,3,9,4,273,44
positive,2017,11,30,3,8,4,178,34
neutral,2017,11,30,3,9,4,119,18
negative,2017,11,30,3,9,4,116,20
positive,2017,11,30,3,8,4,167,34
negative,2017,11,30,3,9,4,200,28
neutral,2017,11,30,3,9,4,117,21
positive,2017,11,30,3,9,4,81,14
positive,2017,11,30,3,9,4,279,39
negative,2017,11,30,3,8,4,261,45
neutral,2017,11,30,3,9,4,237,40
positive,2017,11,30,3,9,4,198,32
positive,2017,11,30,3,9,4,144,21
negative,2017,11,22,2,8,4,131,24
neutral,2017,11,30,3,9,4,88,12
positive,2017,11,30,3,8,4,163,28
negative,2017,11,30,3,8,4,138,26
negative,2017,11,30,3,8,4,87,15
neutral,2017,11,30,3,8,4,71,10
positive,2017,11,30,3,8,4,254,48
negative,2017,11,30,3,8,4,272,43
positive,2017,11,30,3,8,4,119,21
neutral,2017,11,30,3,8,4,130,22
negative,2017,11,30,3,7,4,92,16
positive,2017,11,30,3,8,4,96,14
negative,2017,11,30,3,7,4,155,23
positive,2017,11,30,3,7,4,118,20
neutral,2017,11,30,3,8,4,97,16
positive,2017,11,30,3,8,4,65,14
negative,2017,11,30,3,8,4,89,16
positive,2017,11,30,3,7,4,80,14
neutral,2017,11,30,3,8,4,20,2
neutral,2017,11,30,3,8,4,219,38
positive,2017,11,30,3,7,4,238,47
neutral,2017,11,30,3,7,4,165,27
positive,2017,11,30,3,7,4,287,54
negative,2017,11,30,3,6,4,200,29
positive,2017,11,30,3,12,4,156,29
neutral,2017,11,30,3,12,4,62,6
negative,2017,11,30,3,12,4,149,18
positive,2017,11,30,3,12,4,96,15
neutral,2017,11,30,3,12,4,120,20
positive,2017,11,30,3,12,4,200,34
positive,2017,11,30,3,11,4,99,14
neutral,2017,11,30,3,1,4,103,16
positive,2017,11,28,1,18,4,198,33
positive,2017,11,29,2,15,4,140,24
negative,2017,11,30,3,12,4,212,38
neutral,2017,11,30,3,12,4,117,18
neutral,2017,11,30,3,12,4,61,10
positive,2017,11,30,3,12,4,199,39
neutral,2017,11,30,3,12,4,104,16
negative,2017,11,23,3,20,4,127,22
neutral,2017,11,30,3,11,4,88,19
negative,2017,11,30,3,11,4,117,22
neutral,2017,11,30,3,11,4,99,19
positive,2017,11,29,2,2,4,139,26
positive,2017,11,30,3,11,4,123,21
neutral,2017,11,30,3,12,4,128,24
neutral,2017,11,30,3,11,4,68,8
negative,2017,11,30,3,10,4,89,15
positive,2017,11,30,3,11,4,145,30
positive,2017,11,30,3,11,4,232,34
positive,2017,11,30,3,11,4,196,30
neutral,2017,11,18,5,5,4,133,19
negative,2017,11,30,3,11,4,109,20
negative,2017,11,30,3,10,4,234,41
neutral,2017,11,24,4,12,4,70,10
positive,2017,11,30,3,10,4,171,30
neutral,2017,11,27,0,10,4,178,27
neutral,2017,11,30,3,10,4,137,27
positive,2017,11,30,3,11,4,278,48
negative,2017,11,30,3,11,4,109,18
neutral,2017,11,30,3,10,4,131,22
negative,2017,11,30,3,10,4,153,26
negative,2017,11,30,3,10,4,187,33
negative,2017,11,30,3,10,4,166,29
negative,2017,11,30,3,10,4,170,31
neutral,2017,11,30,3,10,4,122,15
neutral,2017,11,30,3,10,4,128,17
positive,2017,11,30,3,10,4,284,49
positive,2017,11,30,3,14,4,226,38
positive,2017,11,30,3,10,4,229,37
positive,2017,11,30,3,9,4,124,18
negative,2017,11,30,3,10,4,150,22
neutral,2017,11,29,2,18,4,126,24
neutral,2017,11,30,3,10,4,73,14
neutral,2017,12,2,5,13,4,47,7
neutral,2017,12,2,5,12,4,53,8
positive,2017,11,30,3,13,4,165,33
positive,2017,11,30,3,14,4,178,32
positive,2017,11,30,3,14,4,104,15
positive,2017,11,30,3,14,4,275,55
positive,2017,11,30,3,14,4,223,40
positive,2017,11,30,3,13,4,164,31
negative,2017,11,30,3,14,4,214,38
neutral,2017,11,30,3,13,4,182,26
positive,2017,11,30,3,13,4,105,20
negative,2017,11,29,2,18,4,149,28
neutral,2017,11,30,3,14,4,66,15
positive,2017,11,30,3,13,4,87,11
positive,2017,11,30,3,14,4,221,43
neutral,2017,11,30,3,13,4,91,17
neutral,2017,11,30,3,13,4,50,9
neutral,2017,11,30,3,13,4,75,9
neutral,2017,11,30,3,14,4,203,33
positive,2017,11,30,3,13,4,250,45
neutral,2017,11,30,3,13,4,188,33
neutral,2017,11,30,3,13,4,105,16
positive,2017,11,30,3,13,4,252,39
negative,2017,11,30,3,12,4,196,29
neutral,2017,11,30,3,13,4,179,23
positive,2017,11,30,3,13,4,144,25
neutral,2017,11,30,3,13,4,148,31
positive,2017,11,30,3,13,4,203,33
neutral,2017,11,30,3,13,4,93,14
negative,2017,11,30,3,13,4,121,23
negative,2017,11,30,3,13,4,74,10
negative,2017,11,30,3,13,4,88,17
neutral,2017,11,30,3,13,4,105,16
positive,2017,11,30,3,13,4,213,36
positive,2017,11,30,3,13,4,127,23
negative,2017,11,30,3,13,4,277,48
neutral,2017,11,30,3,13,4,232,32
neutral,2017,11,30,3,13,4,138,27
neutral,2017,11,30,3,12,4,136,22
neutral,2017,11,30,3,12,4,77,10
positive,2017,11,30,3,12,4,197,37
negative,2017,11,30,3,12,4,189,33
positive,2017,11,30,3,13,4,261,43
neutral,2017,11,30,3,12,4,135,23
positive,2017,11,30,3,12,4,202,35
positive,2017,11,30,3,12,4,114,18
positive,2017,11,30,3,12,4,234,40
negative,2017,11,29,2,0,4,166,31
positive,2017,11,30,3,12,4,226,40
positive,2017,11,29,2,17,4,89,15
negative,2017,11,30,3,12,4,137,22
neutral,2017,11,30,3,12,4,74,11
positive,2017,11,30,3,12,4,81,15
negative,2017,11,23,3,8,4,140,22
negative,2017,11,30,3,15,4,111,18
neutral,2017,11,30,3,15,4,182,34
neutral,2017,11,30,3,15,4,127,20
positive,2017,11,30,3,15,4,136,23
positive,2017,11,30,3,15,4,269,49
neutral,2017,11,30,3,15,4,68,7
positive,2017,11,30,3,15,4,299,42
neutral,2017,11,30,3,15,4,144,23
neutral,2017,11,30,3,14,4,251,44
neutral,2017,11,30,3,15,4,98,14
positive,2017,11,30,3,15,4,147,29
neutral,2017,11,30,3,15,4,51,5
neutral,2017,11,30,3,15,4,58,9
negative,2017,11,30,3,15,4,142,23
neutral,2017,11,30,3,15,4,84,12
neutral,2017,11,27,0,16,4,42,6
positive,2017,11,30,3,15,4,109,20
negative,2017,11,30,3,14,4,170,27
neutral,2017,11,30,3,15,4,43,4
neutral,2017,11,30,3,14,4,83,11
negative,2017,11,30,3,14,4,185,31
positive,2017,11,30,3,15,4,85,14
positive,2017,11,30,3,15,4,223,39
negative,2017,11,30,3,15,4,231,39
positive,2017,11,30,3,14,4,244,45
positive,2017,11,30,3,14,4,137,24
neutral,2017,11,30,3,14,4,134,20
neutral,2017,11,30,3,15,4,129,25
negative,2017,11,30,3,14,4,69,9
negative,2017,11,30,3,15,4,91,16
positive,2017,11,30,3,14,4,236,39
positive,2017,11,30,3,14,4,199,37
positive,2017,11,30,3,14,4,116,17
negative,2017,11,30,3,14,4,195,45
neutral,2017,11,30,3,14,4,102,22
positive,2017,11,30,3,14,4,159,32
negative,2017,11,30,3,14,4,251,46
neutral,2017,11,30,3,14,4,86,17
positive,2017,11,30,3,14,4,146,26
negative,2017,11,30,3,14,4,224,38
positive,2017,11,30,3,14,4,198,33
negative,2017,11,30,3,14,4,110,17
negative,2017,11,30,3,14,4,183,29
positive,2017,11,23,3,9,4,201,32
positive,2017,11,23,3,9,4,116,20
positive,2017,11,23,3,10,4,227,40
negative,2017,11,23,3,10,4,231,37
positive,2017,11,30,3,16,4,190,32
neutral,2017,11,23,3,11,4,40,8
positive,2017,11,30,3,15,4,187,38
positive,2017,11,30,3,16,4,119,21
negative,2017,11,29,2,21,4,108,18
positive,2017,11,30,3,0,4,133,18
negative,2017,11,30,3,16,4,195,36
neutral,2017,11,30,3,16,4,96,14
negative,2017,11,30,3,15,4,130,22
negative,2017,11,30,3,16,4,110,19
positive,2017,11,30,3,16,4,110,15
negative,2017,11,30,3,16,4,161,24
negative,2017,11,30,3,16,4,143,25
negative,2017,11,30,3,16,4,228,41
neutral,2017,11,30,3,16,4,75,9
neutral,2017,11,30,3,16,4,127,23
negative,2017,11,30,3,16,4,202,35
negative,2017,11,30,3,16,4,243,38
neutral,2017,11,30,3,15,4,44,7
positive,2017,11,30,3,15,4,139,25
neutral,2017,11,30,3,15,4,70,8
positive,2017,11,30,3,15,4,198,40
positive,2017,11,30,3,16,4,198,35
positive,2017,11,30,3,16,4,131,23
negative,2017,11,30,3,15,4,129,21
neutral,2017,11,30,3,15,4,106,23
positive,2017,11,30,3,15,4,186,33
neutral,2017,11,30,3,15,4,86,18
positive,2017,11,30,3,15,4,219,40
positive,2017,11,30,3,15,4,255,43
negative,2017,11,30,3,15,4,204,30
positive,2017,11,30,3,15,4,79,12
negative,2017,11,30,3,15,4,123,16
neutral,2017,11,23,3,14,4,69,8
neutral,2017,11,23,3,12,4,225,43
negative,2017,11,23,3,14,4,184,34
negative,2017,11,30,3,16,4,187,36
negative,2017,11,30,3,16,4,122,20
positive,2017,11,30,3,16,4,214,38
positive,2017,11,30,3,16,4,208,38
neutral,2017,11,30,3,16,4,123,20
negative,2017,11,30,3,16,4,119,24
negative,2017,11,29,2,19,4,139,24
positive,2017,11,30,3,16,4,100,19
positive,2017,11,30,3,16,4,129,23
positive,2017,11,30,3,16,4,93,14
positive,2017,11,30,3,16,4,272,55
negative,2017,11,30,3,16,4,97,13
neutral,2017,11,30,3,16,4,277,52
negative,2017,11,30,3,16,4,110,18
neutral,2017,11,30,3,16,4,98,16
negative,2017,11,30,3,16,4,40,6
negative,2017,11,30,3,16,4,276,49
negative,2017,11,30,3,16,4,187,37
negative,2017,11,23,3,13,4,255,42
negative,2017,11,23,3,15,4,81,14
neutral,2017,11,30,3,17,4,56,5
neutral,2017,11,30,3,17,4,308,52
neutral,2017,11,30,3,17,4,57,9
neutral,2017,11,30,3,17,4,54,5
positive,2017,11,30,3,17,4,275,41
neutral,2017,11,30,3,17,4,66,8
positive,2017,11,30,3,17,4,214,38
neutral,2017,11,30,3,17,4,58,8
neutral,2017,11,30,3,17,4,75,12
negative,2017,11,30,3,16,4,276,48
neutral,2017,11,30,3,17,4,110,17
neutral,2017,11,30,3,16,4,82,15
neutral,2017,11,30,3,16,4,41,6
negative,2017,11,30,3,16,4,134,21
positive,2017,11,30,3,17,4,117,22
neutral,2017,11,30,3,16,4,118,16
negative,2017,11,30,3,16,4,162,30
neutral,2017,11,30,3,16,4,125,20
negative,2017,11,30,3,16,4,227,38
negative,2017,11,30,3,16,4,246,44
neutral,2017,11,29,2,16,4,240,42
neutral,2017,11,23,3,17,4,152,21
positive,2017,11,23,3,16,4,275,46
positive,2017,11,23,3,16,4,114,20
positive,2017,11,30,3,17,4,152,31
positive,2017,11,30,3,17,4,106,20
neutral,2017,11,30,3,17,4,32,5
negative,2017,11,30,3,17,4,193,34
negative,2017,11,30,3,17,4,138,20
neutral,2017,11,30,3,17,4,153,24
positive,2017,11,30,3,17,4,228,42
positive,2017,11,30,3,17,4,173,33
neutral,2017,11,30,3,17,4,194,31
positive,2017,11,30,3,17,4,121,20
neutral,2017,10,22,6,22,4,74,12
neutral,2017,11,30,3,17,4,156,28
positive,2017,11,30,3,17,4,107,18
positive,2017,11,29,2,19,4,179,32
neutral,2017,11,30,3,17,4,89,14
negative,2017,11,30,3,17,4,190,40
negative,2017,11,30,3,17,4,218,35
negative,2017,11,30,3,17,4,228,38
neutral,2017,11,30,3,17,4,88,17
negative,2017,11,30,3,17,4,82,14
positive,2017,11,30,3,17,4,195,39
positive,2017,11,30,3,17,4,93,13
positive,2017,11,30,3,17,4,189,32
negative,2017,11,23,3,14,4,92,18
neutral,2017,11,23,3,7,4,254,52
neutral,2017,11,23,3,18,4,119,20
negative,2017,11,30,3,18,4,45,7
negative,2017,11,30,3,18,4,82,17
neutral,2017,11,30,3,18,4,49,9
negative,2017,11,30,3,17,4,222,35
neutral,2017,11,30,3,18,4,219,37
negative,2017,11,30,3,18,4,214,36
negative,2017,11,30,3,18,4,133,20
neutral,2017,11,30,3,17,4,68,9
neutral,2017,11,30,3,18,4,220,42
negative,2017,11,30,3,18,4,100,15
neutral,2017,11,30,3,18,4,279,41
negative,2017,11,30,3,18,4,133,26
negative,2017,11,30,3,18,4,111,19
positive,2017,11,21,1,10,4,182,32
positive,2017,11,30,3,18,4,138,18
negative,2017,11,30,3,18,4,137,25
neutral,2017,11,30,3,18,4,108,19
neutral,2017,11,30,3,18,4,195,39
negative,2017,11,30,3,18,4,152,28
neutral,2017,11,30,3,18,4,133,27
positive,2017,11,30,3,18,4,139,25
positive,2017,11,30,3,17,4,101,18
positive,2017,11,30,3,18,4,127,19
neutral,2017,11,30,3,17,4,102,18
negative,2017,11,30,3,18,4,83,13
positive,2017,11,30,3,17,4,204,34
negative,2017,11,30,3,17,4,94,16
negative,2017,11,30,3,17,4,228,43
negative,2017,11,30,3,18,4,286,54
neutral,2017,11,23,3,18,4,49,9
negative,2017,11,23,3,19,4,52,8
negative,2017,11,23,3,18,4,227,38
neutral,2017,11,23,3,18,4,242,43
negative,2017,11,23,3,18,4,219,41
positive,2017,11,23,3,18,4,255,43
neutral,2017,11,23,3,18,4,162,27
neutral,2017,11,23,3,18,4,68,8
negative,2017,11,23,3,18,4,83,15
negative,2017,11,23,3,18,4,238,40
neutral,2017,11,23,3,18,4,87,11
neutral,2017,11,23,3,19,4,75,6
positive,2017,11,23,3,19,4,103,18
neutral,2017,11,23,3,19,4,120,23
negative,2017,11,23,3,19,4,69,9
negative,2017,11,23,3,19,4,108,18
positive,2017,11,23,3,17,4,182,37
positive,2017,11,23,3,19,4,135,19
neutral,2017,11,23,3,16,4,64,11
positive,2017,11,23,3,16,4,91,16
neutral,2017,11,23,3,19,4,77,12
positive,2017,11,23,3,13,4,197,38
positive,2017,11,23,3,19,4,126,20
positive,2017,11,23,3,19,4,116,18
neutral,2017,11,23,3,17,4,126,20
positive,2017,11,23,3,19,4,272,55
neutral,2017,11,23,3,18,4,156,24
neutral,2017,11,23,3,18,4,102,16
neutral,2017,11,23,3,18,4,118,21
negative,2017,11,23,3,19,4,126,23
positive,2017,11,23,3,18,4,181,28
neutral,2017,11,23,3,19,4,212,39
negative,2017,11,23,3,12,4,145,27
neutral,2017,11,23,3,19,4,70,12
negative,2017,11,23,3,15,4,117,20
negative,2017,11,23,3,19,4,111,19
negative,2017,11,23,3,20,4,66,7
negative,2017,11,23,3,19,4,112,20
negative,2017,11,23,3,19,4,121,21
neutral,2017,11,23,3,19,4,55,5
positive,2017,11,23,3,19,4,141,26
positive,2017,11,23,3,19,4,87,17
negative,2017,11,23,3,20,4,245,48
neutral,2017,11,23,3,19,4,74,8
positive,2017,11,23,3,7,4,159,28
positive,2017,11,23,3,19,4,145,27
positive,2017,11,23,3,18,4,90,14
neutral,2017,11,23,3,19,4,70,11
neutral,2017,11,22,2,18,4,187,33
positive,2017,11,23,3,19,4,264,40
positive,2017,11,23,3,13,4,126,22
positive,2017,11,23,3,19,4,199,31
negative,2017,11,23,3,19,4,125,23
negative,2017,11,23,3,19,4,279,48
neutral,2017,11,23,3,19,4,279,47
positive,2017,11,23,3,19,4,125,23
negative,2017,11,23,3,20,4,89,14
positive,2017,11,23,3,17,4,143,28
neutral,2017,11,23,3,20,4,94,17
positive,2017,11,23,3,20,4,212,34
positive,2017,11,23,3,20,4,191,32
negative,2017,11,23,3,20,4,208,33
neutral,2017,11,23,3,18,4,192,36
positive,2017,11,23,3,20,4,258,47
negative,2017,11,23,3,20,4,158,29
positive,2017,11,23,3,20,4,95,18
negative,2017,11,23,3,18,4,55,8
negative,2017,11,23,3,20,4,197,35
neutral,2017,11,23,3,20,4,164,31
neutral,2017,11,23,3,20,4,180,36
neutral,2017,11,23,3,20,4,121,21
negative,2017,11,23,3,20,4,87,15
negative,2017,11,23,3,20,4,274,51
neutral,2017,11,23,3,20,4,133,25
negative,2017,11,23,3,20,4,67,10
neutral,2017,11,23,3,20,4,104,16
neutral,2017,11,23,3,20,4,164,27
neutral,2017,11,23,3,20,4,45,9
negative,2017,11,23,3,20,4,47,8
positive,2017,11,23,3,20,4,77,12
negative,2017,11,23,3,20,4,239,41
neutral,2017,11,23,3,20,4,75,9
neutral,2017,11,23,3,20,4,105,17
positive,2017,11,23,3,20,4,245,47
neutral,2017,11,23,3,20,4,157,23
positive,2017,11,23,3,21,4,86,15
negative,2017,11,23,3,21,4,104,22
negative,2017,11,23,3,20,4,174,25
positive,2017,11,20,0,1,4,120,22
neutral,2017,11,23,3,21,4,123,21
neutral,2017,11,23,3,20,4,140,19
negative,2017,11,23,3,21,4,52,8
neutral,2017,11,23,3,15,4,114,25
neutral,2017,11,23,3,11,4,124,22
negative,2017,11,23,3,20,4,224,36
negative,2017,11,23,3,21,4,151,26
neutral,2017,11,23,3,20,4,106,17
neutral,2017,11,23,3,20,4,149,20
negative,2017,11,23,3,20,4,183,36
negative,2017,11,23,3,20,4,140,25
neutral,2017,11,23,3,21,4,114,24
positive,2017,11,23,3,21,4,149,24
positive,2017,11,23,3,21,4,280,55
neutral,2017,11,23,3,21,4,83,10
neutral,2017,11,23,3,21,4,147,25
negative,2017,11,23,3,21,4,277,48
neutral,2017,11,23,3,21,4,66,14
positive,2017,11,23,3,21,4,135,23
positive,2017,11,23,3,21,4,243,46
negative,2017,11,23,3,21,4,184,35
negative,2017,11,23,3,21,4,92,13
negative,2017,11,23,3,21,4,40,7
negative,2017,11,23,3,21,4,135,23
neutral,2017,11,23,3,21,4,76,11
neutral,2017,11,23,3,21,4,49,8
negative,2017,11,23,3,21,4,244,47
positive,2017,11,23,3,21,4,160,26
neutral,2017,11,23,3,7,4,160,24
neutral,2017,11,23,3,21,4,202,31
neutral,2017,11,23,3,22,4,149,27
positive,2017,11,23,3,21,4,101,19
negative,2017,11,23,3,22,4,71,11
negative,2017,11,23,3,22,4,119,17
positive,2017,11,23,3,21,4,93,14
positive,2017,11,23,3,22,4,251,42
positive,2017,11,23,3,21,4,131,21
negative,2017,11,23,3,21,4,168,26
neutral,2017,11,23,3,21,4,127,21
negative,2017,11,23,3,21,4,116,16
neutral,2017,11,23,3,10,4,73,13
positive,2017,11,23,3,21,4,70,15
neutral,2017,11,23,3,21,4,61,11
positive,2017,11,23,3,21,4,194,39
negative,2017,11,23,3,21,4,195,31
positive,2017,11,23,3,1,4,141,25
negative,2017,11,23,3,21,4,202,37
positive,2017,11,23,3,21,4,158,24
negative,2017,11,23,3,22,4,144,23
negative,2017,11,23,3,22,4,153,27
positive,2017,11,23,3,22,4,267,45
positive,2017,11,23,3,22,4,160,32
positive,2017,11,23,3,22,4,143,24
positive,2017,11,22,2,15,4,154,30
positive,2017,11,23,3,22,4,118,21
neutral,2017,11,23,3,17,4,134,17
negative,2017,11,23,3,22,4,95,13
neutral,2017,11,23,3,22,4,75,11
negative,2017,11,23,3,22,4,144,24
neutral,2017,11,23,3,22,4,106,17
neutral,2017,11,23,3,22,4,52,7
negative,2017,11,23,3,22,4,63,11
positive,2017,11,23,3,22,4,102,17
positive,2017,11,23,3,22,4,53,8
neutral,2017,11,23,3,22,4,190,36
positive,2017,11,23,3,22,4,219,36
negative,2017,11,21,1,2,4,213,34
negative,2017,11,23,3,23,4,78,14
neutral,2017,11,23,3,23,4,146,31
negative,2017,11,23,3,23,4,294,45
positive,2017,11,23,3,23,4,139,22
positive,2017,11,23,3,23,4,131,24
positive,2017,11,23,3,22,4,257,44
positive,2017,11,23,3,23,4,188,26
neutral,2017,11,23,3,22,4,161,30
positive,2017,11,23,3,22,4,137,25
neutral,2017,11,23,3,22,4,89,11
negative,2017,11,23,3,22,4,256,53
neutral,2017,11,23,3,22,4,285,42
neutral,2017,11,23,3,22,4,136,20
negative,2017,11,23,3,23,4,105,12
negative,2017,11,23,3,23,4,281,48
positive,2017,11,23,3,23,4,116,22
positive,2017,11,23,3,23,4,210,32
neutral,2017,11,23,3,23,4,66,7
positive,2017,11,23,3,23,4,117,20
neutral,2017,11,23,3,23,4,88,16
positive,2017,11,23,3,23,4,165,30
neutral,2017,11,23,3,23,4,127,23
neutral,2017,11,23,3,23,4,46,8
neutral,2017,11,23,3,23,4,166,23
negative,2017,11,23,3,23,4,120,23
neutral,2017,11,23,3,23,4,127,19
negative,2017,11,23,3,23,4,97,18
neutral,2017,11,23,3,23,4,113,23
neutral,2017,11,24,4,0,4,124,16
positive,2017,11,23,3,13,4,271,44
neutral,2017,11,24,4,0,4,140,30
neutral,2017,11,24,4,0,4,93,11
positive,2017,11,24,4,0,4,109,22
neutral,2017,11,23,3,11,4,158,25
positive,2017,11,24,4,0,4,263,44
positive,2017,11,23,3,23,4,198,36
negative,2017,11,24,4,0,4,103,14
negative,2017,11,23,3,23,4,128,23
negative,2017,11,23,3,23,4,78,14
positive,2017,11,23,3,23,4,129,19
neutral,2017,11,23,3,23,4,223,43
negative,2017,11,23,3,23,4,230,32
neutral,2017,11,23,3,23,4,89,17
neutral,2017,11,24,4,0,4,51,5
negative,2017,11,13,0,1,4,178,27
neutral,2017,11,24,4,0,4,190,36
positive,2017,11,24,4,0,4,62,7
positive,2017,11,16,3,16,4,252,47
positive,2017,11,22,2,2,4,147,27
positive,2017,11,17,4,21,4,235,47
positive,2017,11,24,4,0,4,270,46
negative,2017,11,24,4,0,4,55,12
neutral,2017,11,24,4,0,4,99,17
negative,2017,11,24,4,0,4,60,11
neutral,2017,11,24,4,0,4,127,23
